"code_title","eng_text","kor_text"
"B94.9","Sequelae of unspecified infectious or parasitic disease","상세불명의 감염성 또는 기생충성 질환의 후유증"
"B95-B98","Bacterial, viral and other infectious agents","세균, 바이러스 및 기타 감염체"
"B95","Streptococcus and staphylococcus as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 연쇄구균 및 포도구균"
"B95.0","Streptococcus, group A, as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 A군연쇄구균"
"B95.1","Streptococcus, group B, as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 B군연쇄구균"
"B95.2","Streptococcus, group D and enterococcus, as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 D군연쇄구균 및 장내구균"
"B95.3","Streptococcus pneumoniae as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 폐렴연쇄구균"
"B95.4","Other streptococcus as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 기타 연쇄구균"
"B95.5","Unspecified streptococcus as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 상세불명의 연쇄구균"
"B95.6","Staphylococcus aureus as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 황색포도구균"
"B95.7","Other staphylococcus as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 기타 포도구균"
"B95.8","Unspecified staphylococcus as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 상세불명의 포도구균"
"B96","Other specified bacterial agents as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 기타 명시된 세균감염체"
"B96.0","Mycoplasma pneumoniae [M.pneumoniae] as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 폐렴마이코플라스마"
"B96.1","Klebsiella pneumoniae [K.pneumoniae] as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 폐렴막대균"
"B96.2","Escherichia coli [E.coli] as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 대장균"
"B96.3","Haemophilus influenzae [H.influenzae] as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 인플루엔자균"
"B96.4","Proteus(mirabilis)(morganii) as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 프로테우스 (미라빌리스)(모르가니)"
"B96.5","Pseudomonas(aeruginosa) as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 슈도모나스 (아에루기노사)"
"B96.6","Bacillus fragilis [B. fragilis] as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 바실루스 프라질리스"
"B96.7","Clostridium perfringens [C. perfringens] as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 클로스트리듐 퍼프린젠스"
"B96.8","Other specified bacterial agents as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 기타 명시된 세균감염체"
"B96.80","Acinetobacter baumannii as the cause of diseases classified to other chapter","다른 장에서 분류된 질환의 원인으로서의 아시네토박터바우마니"
"B96.81","Enterobacteriaceae as the cause of diseases classified to other chapter","다른 장에서 분류된 질환의 원인으로서의 장내세균속균"
"B96.88","Other specified bacterial agents as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 기타 명시된 세균 감염체"
"B97","Viral agents as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 바이러스감염체"
"B97.0","Adenovirus as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 아데노바이러스"
"B97.1","Enterovirus as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 엔테로바이러스"
"B97.2","Coronavirus as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 코로나바이러스"
"B97.3","Retrovirus as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 레트로바이러스"
"B97.4","Respiratory syncytial virus as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 호흡기세포융합바이러스"
"B97.5","Reovirus as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 레오바이러스"
"B97.6","Parvovirus as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 파르보바이러스"
"B97.7","Papillomavirus as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 유두종바이러스"
"B97.8","Other viral agents as the cause of diseases classified to other chapters","다른 장에서 분류된 질환의 원인으로서의 기타 바이러스감염체"
"A00-B99","Certain infectious and parasitic diseases, A00-B99","I. 특정 감염성 및 기생충성 질환"
"B99","Other infectious diseases","기타 감염성 질환"
"B99","Other and unspecified infectious diseases","기타 및 상세불명의 감염성 질환"
"C01","Malignant neoplasm of base of tongue","혓바닥의 악성 신생물"
"C03","Malignant neoplasm of gum","잇몸의 악성 신생물"
"C03.0","Upper gum","윗잇몸"
"C03.1","Lower gum","아랫잇몸"
"C03.9","Gum, unspecified","상세불명의 잇몸"
"C15-C26","Malignant neoplasms of digestive organs","소화기관의 악성 신생물"
"C15","Malignant neoplasm of oesophagus","식도의 악성 신생물"
"C15.0","Cervical part of oesophagus","경부식도"
"C15.1","Thoracic part of oesophagus","흉부식도"
"C15.2","Abdominal part of oesophagus","복부식도"
"C15.3","Upper third of oesophagus","식도의 상부 3분의1"
"C15.4","Middle third of oesophagus","식도의 중간 3분의1"
"C15.5","Lower third of oesophagus","식도의 하부 3분의1"
"C15.8","Overlapping lesion of oesophagus","식도의 중복병변 [188쪽 주5 참조]"
"C15.9","Oesophagus, unspecified","상세불명의 식도"
"C16","Malignant neoplasm of stomach","위의 악성 신생물"
"C16.0","Cardia","분문(噴門)"
"C16.00","Malignant neoplasm of cardia, early","분문의 악성 신생물, 조기"
"C16.01","Malignant neoplasm of cardia, advanced","분문의 악성 신생물, 진행형"
"C16.09","Malignant neoplasm of cardia, unspecified","분문의 악성 신생물, 상세불명"
"C16.1","Fundus of stomach","위의 저부"
"C16.10","Malignant neoplasm of fundus of stomach, early","위의 저부의 악성 신생물, 조기"
"C16.11","Malignant neoplasm of fundus of stomach, advanced","위의 저부의 악성 신생물, 진행형"
"C16.19","Malignant neoplasm of fundus of stomach, unspecified","위의 저부의 악성 신생물, 상세불명"
"C16.2","Body of stomach","위의 체부"
"C16.20","Malignant neoplasm of body of stomach, early","위의 체부의 악성 신생물, 조기"
"C16.21","Malignant neoplasm of body of stomach, advanced","위의 체부의 악성 신생물, 진행형"
"C16.29","Malignant neoplasm of body of stomach, unspecified","위의 체부의 악성 신생물, 상세불명"
"C16.3","Pyloric antrum","유문동"
"C16.30","Malignant neoplasm of pyloric antrum, early","유문동의 악성 신생물, 조기"
"C16.31","Malignant neoplasm of pyloric antrum, advanced","유문동의 악성 신생물, 진행형"
"C16.39","Malignant neoplasm of pyloric antrum, unspecified","유문동의 악성 신생물, 상세불명"
"C16.4","Pylorus","유문"
"C16.40","Malignant neoplasm of pylorus, early","유문의 악성 신생물, 조기"
"C16.41","Malignant neoplasm of pylorus, advanced","유문의 악성 신생물, 진행형"
"C16.49","Malignant neoplasm of pylorus, unspecified","유문의 악성 신생물, 상세불명"
"C16.5","Lesser curvature of stomach, unspecified","상세불명의 위의 소만"
"C16.50","Malignant neoplasm of lesser curvature of stomach, unspecified, early","상세불명의 위의 소만부의 악성 신생물, 조기"
"C16.51","Malignant neoplasm of lesser curvature of stomach, unspecified, advanced","상세불명의 위의 소만부의 악성 신생물, 진행형"
"C16.59","Malignant neoplasm of lesser curvature of stomach, unspecified, unspecified","상세불명의 위의 소만부의 악성 신생물, 상세불명"
"C16.6","Greater curvature of stomach, unspecified","상세불명의 위의 대만"
"C16.60","Malignant neoplasm of greater curvature of stomach, unspecified, early","상세불명의 위의 대만부의 악성 신생물, 조기"
"C16.61","Malignant neoplasm of greater curvature of stomach, unspecified, advanced","상세불명의 위의 대만부의 악성 신생물, 진행형"
"C16.69","Malignant neoplasm of greater curvature of stomach, unspecified, unspecified","상세불명의 위의 대만부의 악성 신생물, 상세불명"
"C16.8","Overlapping lesion of stomach","위의 중복병변 [188쪽 주5 참조]"
"C16.80","Malignant neoplasm of overlapping lesion of stomach, early","위의 중복병변의 악성 신생물, 조기"
"C16.81","Malignant neoplasm of overlapping lesion of stomach, advanced","위의 중복병변의 악성 신생물, 진행형"
"C16.89","Malignant neoplasm of overlapping lesion of stomach, unspecified","위의 중복병변의 악성 신생물, 상세불명"
"C16.9","Stomach, unspecified","상세불명의 위"
"C16.90","Malignant neoplasm of stomach, unspecified, early","상세불명의 위의 악성 신생물, 조기"
"C16.91","Malignant neoplasm of stomach, unspecified, advanced","상세불명의 위의 악성 신생물, 진행형"
"C16.99","Malignant neoplasm of stomach, unspecified, unspecified","상세불명의 위의 악성 신생물, 상세불명"
"C18","Malignant neoplasm of colon","결장의 악성 신생물"
"C18.0","Caecum","맹장"
"C18.1","Appendix","충수"
"C18.2","Ascending colon","상행결장"
"C18.3","Hepatic flexure","간굴곡"
"C18.4","Transverse colon","횡행결장"
"C18.5","Splenic flexure","비장굴곡"
"C18.6","Descending colon","하행결장"
"C18.7","Sigmoid colon","구불결장"
"C18.8","Overlapping lesion of colon","결장의 중복병변 [188쪽 주5 참조]"
"C18.9","Colon, unspecified","상세불명의 결장"
"C19","Malignant neoplasm of rectosigmoid junction","직장구불결장접합부의 악성 신생물"
"C20","Malignant neoplasm of rectum","직장의 악성 신생물"
"C22","Malignant neoplasm of liver and intrahepatic bile ducts","간 및 간내 담관의 악성 신생물"
"C22.0","Liver cell carcinoma","간세포암종"
"C22.1","Intrahepatic bile duct carcinoma","간내담관암종"
"C22.2","Hepatoblastoma","간모세포종"
"C22.3","Angiosarcoma of liver","간의 혈관육종"
"C22.4","Other sarcomas of liver","기타 간의 육종"
"C22.7","Other specified carcinomas of liver","기타 명시된 간의 암종"
"C22.9","Liver, unspecified","상세불명의 간"
"C25","Malignant neoplasm of pancreas","췌장의 악성 신생물"
"C25.0","Head of pancreas","췌장의 두부"
"C25.1","Body of pancreas","췌장의 체부"
"C25.2","Tail of pancreas","췌장의 꼬리"
"C25.3","Pancreatic duct","췌관"
"C25.4","Endocrine pancreas","내분비췌장"
"C25.7","Other parts of pancreas","췌장의 기타 부분"
"C25.8","Overlapping lesion of pancreas","췌장의 중복병변 [188쪽 주5 참조]"
"C25.9","Pancreas, unspecified","상세불명의 췌장"
"C33","Malignant neoplasm of trachea","기관의 악성 신생물"
"C34","Malignant neoplasm of bronchus and lung","기관지 및 폐의 악성 신생물"
"C34.0","Main bronchus","주기관지"
